캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자,전화번호,영업상태,폐업일자,휴업시작일자,휴업종료일자,우편번호,지역구분,총층수,주변환경,보험기관,건물용도,지상층수,지하층수,객실수
몽산포비치캠핑장,일반야영장업,,,"충청남도 태안군 남면 몽산포길 65-27 (일번지회식당,슈퍼)",,,,,,,,,,,,,,,2016-06-28,,취소/말소/만료/정지/중지,,,,32153,,,,,,,,
청포대송림캠핑장,일반야영장업,,,충청남도 태안군 남면 청포대길 32-8,,,,,,,,,,,,,,,2016-06-28,,취소/말소/만료/정지/중지,,,,32157,,,,,,,,
달산포비치캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2016-06-30,,취소/말소/만료/정지/중지,,,,,,,,,,,,
샛별글램핑캠핑장,일반야영장업,,,충청남도 태안군 안면읍 샛별길 238-10,,,,,,,,,,,,,,,2016-06-30,,취소/말소/만료/정지/중지,,,,32169,,,,,,,,
곰섬야영장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-04,,취소/말소/만료/정지/중지,,,,,,,,,,,,
곰섬주성캠프,일반야영장업,,,충청남도 태안군 남면 곰섬로 535,,,,,,,,,,,,,,,2016-07-04,,취소/말소/만료/정지/중지,,,,32158,,,,,,,,
신온리힐링캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-05,,취소/말소/만료/정지/중지,,,,,,,,,,,,
마검포캠핑장,일반야영장업,,,충청남도 태안군 남면 마검포길 335,,,,,,,,,,,,,,,2016-07-08,,취소/말소/만료/정지/중지,,,,32158,,,,,,,,
구름포솔밭야영장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-08,,취소/말소/만료/정지/중지,,,,,,,,,,,,
파도야영장,일반야영장업,,,충청남도 태안군 소원면 모항파도로 490-83,,,,,,,,,,,,,,,2016-07-08,,취소/말소/만료/정지/중지,,,,32124,,,,,,,,
구름포글램핑캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-14,,취소/말소/만료/정지/중지,,,,,,,,,,,,
군자캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-14,,취소/말소/만료/정지/중지,,,,,,,,,,,,
은빛모래야영장,일반야영장업,,,충청남도 태안군 원북면 옥파로 1157-17 (공중화장실),,,,,,,,,,,,,,,2016-07-20,,취소/말소/만료/정지/중지,,,,32105,,,,,,,,
향토해변야영장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-21,,취소/말소/만료/정지/중지,,,,,,,,,,,,
백리포야영장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-21,,취소/말소/만료/정지/중지,,,,,,,,,,,,
소나무 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-21,,취소/말소/만료/정지/중지,,,,,,,,,,,,
학암포글램핑,일반야영장업,,,충청남도 태안군 원북면 학암포길 43-22,,,,,,,,,,,,,,,2016-07-22,,취소/말소/만료/정지/중지,,,,32105,,,,,,,,
송림캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-25,,취소/말소/만료/정지/중지,,,,,,,,,,,,
연포해수번영회제1야영장,일반야영장업,,,,,,,,,,,,,,,,,,2016-07-27,,취소/말소/만료/정지/중지,,,,,,,,,,,,
밧개해수욕장야영장,일반야영장업,,,충청남도 태안군 안면읍 해안관광로 235-18,,,,,,,,,,,,,,,2016-07-27,,취소/말소/만료/정지/중지,,,,32164,,,,,,,,
몽산포패밀리데이캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2016-06-23,,취소/말소/만료/정지/중지,,,,,,,,,,,,
동키캐슬 캠핑장,일반야영장업,,,강원도 홍천군 남면 시동로 764-63,,,,,,,,,,,,,,,2015-05-06,033-433-1264,취소/말소/만료/정지/중지,,,,25109,관리지역,0,기타,,,0,0,0
마로니에 숲,일반야영장업,,,충청북도 옥천군 이원면 장찬길 205-1,,,,,,,,,,,,,,,2015-05-30,043 7321910,취소/말소/만료/정지/중지,,,,29061,관리지역,2,기타,,단독주택,2,0,0
태백소원지오토캠핑장,일반야영장업,,,강원도 태백시 태백산로 4767 (소도동),,,,,,,,,,,,,,,2017-07-28,033-553-1253,취소/말소/만료/정지/중지,,,,26043,일반상업지역,,기타,,근린생활시설,,,
오페라캠핑장,일반야영장업,,,강원도 홍천군 내촌면 아홉사리로 104-15,,,,,,,,,,,,,,,2019-02-08,,영업/정상,,,,25163,관리지역,1,기타,,기타,1,0,0
사계절 야영장,일반야영장업,,,충청북도 영동군 상촌면 물한계곡로 700,,,,,,,,,,,,,,,2019-02-15,,영업/정상,,,,29126,,,,,,,,
글램핑스테이션,일반야영장업,,,충청북도 괴산군 연풍면 연풍로 823-9,,,,,,,,,,,,,,,2019-02-15,,영업/정상,,,,28014,,,,,,,,
청포대휴야영장,일반야영장업,,,충청남도 태안군 남면 청포대길 63-6,,,,,,,,,,,,,,,2019-02-12,,영업/정상,,,,32157,관리지역,0,기타,,,0,0,0
옥산 호수정원(진달래 관광농원),일반야영장업,,,충청남도 부여군 옥산면 봉산로56번길 56,,,,,,,,,,,,,,,2019-02-19,,영업/정상,,,,33204,,0,,,,0,0,0
수덕 캠핑장,일반야영장업,,,충청남도 예산군 덕산면 노곡길 15,,,,,,,,,,,,,,,2019-02-28,,영업/정상,,,,32408,,0,,,,0,0,0
와우파크,일반야영장업,,,강원도 강릉시 사천면 공회당길 7-13,,,,,,,,,,,,,,,2019-03-21,,영업/정상,,,,25435,자연녹지지역,,기타,,근린생활시설,1,,
와우키즈랜드 야영장,일반야영장업,,,충청북도 청주시 청원구 내수읍 내수로 457,,,,,,,,,,,,,,,2019-01-07,043-216-5554,영업/정상,,,,28152,,0,,,,0,0,0
별빛마루 야영장,일반야영장업,,,충청남도 논산시 벌곡면 대둔로 970,,,,,,,,,,,,,,,2019-03-05,,영업/정상,,,,33026,,,,,,,,
태안캠핑농원,일반야영장업,,,,,,,,,,,,,,,,,,2019-03-27,,영업/정상,,,,,관리지역,,,,,,,
솔향기캠핑장,일반야영장업,,,충청남도 태안군 소원면 모항항길 29,,,,,,,,,,,,,,,2019-03-28,,영업/정상,,,,32123,관리지역,0,,,,0,0,0
충주 커피박물관 관광농원 야영장,일반야영장업,,,충청북도 충주시 살미면 월악로 432,,,,,,,,,,,,,,,2019-03-28,,영업/정상,,,,27492,관리지역,0,,현대해상화재보험,,0,0,0
전월산 국민여가캠핑장,일반야영장업,,,세종특별자치시 연기면 갈매로 169,,,,,,,,,,,,,,,2019-02-22,044-300-5822,영업/정상,,,,30129,자연녹지지역,0,기타,한국지방재정공제회,,0,0,0
트리앤캠프스토리,일반야영장업,,,강원도 양구군 양구읍 성곡로 849,,,,,,,,,,,,,,,2019-03-27,,영업/정상,,,,24514,관리지역,0,기타,,문화시설,0,0,0
캠프 오어즈,일반야영장업,,,"강원도 영월군 무릉도원면 백년계곡길 116, 캠프 오어즈",,,,,,,,,,,,,,,2022-04-20,,영업/정상,,,,26201,,1,기타,삼성화재,기타,1,0,0
고든남 글램핑 & 셀프바베큐,일반야영장업,,,충청남도 서산시 인지면 서해로 3013,,,,,,,,,,,,,,,2022-04-20,,영업/정상,,,,32014,관리지역,0,,,,1,0,0
청포대 일등캠핑장,일반야영장업,,,충청남도 태안군 남면 청포대길 125,,,,,,,,,,,,,,,2022-04-25,,영업/정상,,,,32155,,0,,,,0,0,0
한자루체험농원(휴앤아크),일반야영장업,,,강원도 인제군 기린면 방동약수로 68,,,,,,,,,,,,,,,2022-04-21,,영업/정상,,,,24656,,0,,,,0,0,0
프라이빗 캠프닉,일반야영장업,,,충청북도 충주시 살미면 월악로 1233,,,,,,,,,,,,,,,2022-04-26,,영업/정상,,,,27491,,0,,한화손해보험,,0,0,0
아이뜰관광농원,일반야영장업,,,"충청북도 괴산군 장연면 충민로 1183, 아이뜰관광농원",,,,,,,,,,,,,,,2019-02-18,,영업/정상,,,,28008,,,,,,,,
학암포나로글램핑캠핑장,일반야영장업,,,충청남도 태안군 원북면 옥파로 1153,,,,,,,,,,,,,,,2019-03-13,,영업/정상,,,,32105,관리지역,0,기타,,,0,0,0
내리계곡 솔바람 캠핑장,일반야영장업,,,강원도 영월군 김삿갓면 내리계곡로 1039-14,,,,,,,,,,,,,,,2019-02-26,,영업/정상,,,,26247,관리지역,,,,,,,
어망골 캠핑장,일반야영장업,,,충청남도 보령시 천북면 사호장은로 638,,,,,,,,,,,,,,,2019-04-18,,영업/정상,,,,33400,관리지역,,,,,,,
범화권역 글램핑장,일반야영장업,,,충청북도 영동군 학산면 용화양강로 1380,,,,,,,,,,,,,,,2019-06-12,043-744-5900,영업/정상,,,,29167,,,,,,,,
오시유,일반야영장업,,,충청남도 천안시 동남구 광덕면 해수길 178-38,,,,,,,,,,,,,,,2019-06-13,,영업/정상,,,,31220,,0,,,,0,0,0
달콤이네 캠핑장,일반야영장업,,,강원도 원주시 문막읍 취병로 106,,,,,,,,,,,,,,,2019-04-11,,영업/정상,,,,26360,자연녹지지역,1,,,환경위생시설,0,0,0
드위트리 글램핑,일반야영장업,,,,,,,,,,,,,,,,,,2019-05-20,,영업/정상,,,,,자연녹지지역,,,,,,,
마로니에숲 캠핑장,일반야영장업,,,충청북도 옥천군 이원면 장찬길 159-73,,,,,,,,,,,,,,,2019-05-02,043-732-1910,영업/정상,,,,29061,관리지역,0,,현대해상,기타,0,0,0
숲속의 작은집,일반야영장업,,,강원도 영월군 무릉도원면 새막골길 133,,,,,,,,,,,,,,,2019-04-29,,영업/정상,,,,26200,관리지역,0,,,,0,0,0
월드니스 오토캠핑장,일반야영장업,,,강원도 영월군 무릉도원면 도원운학로 475-10,,,,,,,,,,,,,,,2019-05-07,,영업/정상,,,,26201,관리지역,0,,삼성화재,,0,0,0
외룡송어회 캠핑장,일반야영장업,,,강원도 영월군 김삿갓면 직실길 7,,,,,,,,,,,,,,,2019-05-09,,영업/정상,,,,26247,관리지역,0,,농협손해보험,,0,0,0
풀앤밸리야영장,일반야영장업,,,강원도 양양군 현북면 남대천로 1352,,,,,,,,,,,,,,,2019-05-14,,영업/정상,,,,25049,,1,기타,,기타,,,
프렌즈캠핑장,일반야영장업,,,충청북도 제천시 청풍면 청풍명월로 869-9,,,,,,,,,,,,,,,2019-06-10,,영업/정상,,,,27214,관리지역,,,,,,,
파라다이스캠프,일반야영장업,,,강원도 영월군 무릉도원면 무릉법흥로 1128-10,,,,,,,,,,,,,,,2019-06-10,,영업/정상,,,,26201,관리지역,0,,DB손해보험,,0,0,0
뉴욕카라반,일반야영장업,,,강원도 속초시 동해대로 3847-7 (대포동),,,,,,,,,,,,,,,2019-06-05,,영업/정상,,,,24900,자연녹지지역,0,,,,0,0,0
우리두리 캠핑장,일반야영장업,,,강원도 영월군 무릉도원면 백년계곡길 11,,,,,,,,,,,,,,,2019-06-20,,영업/정상,,,,26201,관리지역,0,,삼성화재,,0,0,0
코코캠핑,일반야영장업,,,충청북도 충주시 대소원면 외동길 192,,,,,,,,,,,,,,,2022-04-19,,영업/정상,,,,27473,,0,,DB손해보험,,0,0,0
히어리 캠핑장,일반야영장업,,,강원도 영월군 김삿갓면 김삿갓로 587-6,,,,,,,,,,,,,,,2019-05-31,,영업/정상,,,,26246,관리지역,0,기타,삼성화재,,0,0,0
삿갓펜션 캠핑장,일반야영장업,,,강원도 영월군 김삿갓면 김삿갓로 362,,,,,,,,,,,,,,,2019-05-31,033-375-3389,영업/정상,,,,26246,관리지역,0,기타,현대해상화재보험,,0,0,0
펫 트리파크,일반야영장업,,,충청북도 충주시 앙성면 둔터로 625-31,,,,,,,,,,,,,,,2019-04-04,,영업/정상,,,,27304,,0,,현대해상화재보험,,0,0,0
동해글램핑장,일반야영장업,,,강원도 동해시 쉬눔길 80-1 (추암동),,,,,,,,,,,,,,,2019-06-25,,영업/정상,,,,25790,자연녹지지역,,기타,현대해상보험,,,,
금관숲캠핑장,일반야영장업,,,충청북도 청주시 상당구 미원면 운암계원로 628,,,,,,,,,,,,,,,2019-06-07,,영업/정상,,,,28201,,,,,,,,
칠성캠핑장,일반야영장업,,,충청북도 괴산군 칠성면 중부로 5611-21,,,,,,,,,,,,,,,2019-07-01,,영업/정상,,,,28019,,1,,,,,,
북극곰,일반야영장업,,,강원도 평창군 봉평면 흥정계곡길 313-3,,,,,,,,,,,,,,,2019-07-23,,영업/정상,,,,25300,,0,기타,,,0,0,0
자연과함께,일반야영장업,,,강원도 영월군 무릉도원면 무릉법흥로 968-31,,,,,,,,,,,,,,,2019-07-24,,영업/정상,,,,26201,관리지역,,,,,,,
캠프 B.T.S,일반야영장업,,,"강원도 삼척시 근덕면 덕산해변길 82, 캠프장관리소",,,,,,,,,,,,,,,2019-08-27,,영업/정상,,,,25934,준주거지역,1,기타,,사무실,1,0,0
주문진해수욕장 향호야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-08,,영업/정상,,,,,,,,,,,,
주문진해수욕장 일반야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-08,,영업/정상,,,,,,,,,,,,
옥계해수욕장 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-08,,영업/정상,,,,,,,,,,,,
꿈꾸는 계곡 야영장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-15,,영업/정상,,,,,관리지역,,,,,,,
에버그린 캠핑장,일반야영장업,,,충청남도 논산시 벌곡면 수락로237번길 26-96,,,,,,,,,,,,,,,2019-09-18,041-733-0867,영업/정상,,,,33028,,,,,,,,
웰컴투캠프,일반야영장업,,,강원도 영월군 무릉도원면 무릉법흥로 1128-20,,,,,,,,,,,,,,,2019-07-11,,영업/정상,,,,26201,관리지역,0,,삼성화재,,0,0,0
몽산포오션캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2019-07-26,,영업/정상,,,,,,,,,,,,
솔향기 캠프,일반야영장업,,,강원도 영월군 무릉도원면 무릉법흥로 787,,,,,,,,,,,,,,,2019-07-09,,영업/정상,,,,26201,관리지역,0,,농협손해보험,,0,0,0
펫힐링 달빛동물원 캠핑장,일반야영장업,,,강원도 영월군 남면 나뱅이길 61,,,,,,,,,,,,,,,2019-07-09,033-373-0995,영업/정상,,,,26217,관리지역,0,,에이스아메리칸화재해상보험,,0,0,0
KEROAIN CAMP,일반야영장업,,,강원도 영월군 무릉도원면 학산길 26-9,,,,,,,,,,,,,,,2019-08-26,,영업/정상,,,,26200,관리지역,,,,,,,
디데이 펜션&캠핑,일반야영장업,,,강원도 홍천군 서면 안굴업길 39-13,,,,,,,,,,,,,,,2019-08-08,033-432-8829,영업/정상,,,,25103,관리지역,,,,,,,
국립방태산자연휴양림,일반야영장업,,,"강원도 인제군 기린면 방태산길 241, 방태산자연휴양림",,,,,,,,,,,,,,,2015-06-12,033-463-8590,영업/정상,,,,24656,,,,,,,,
낭만 펜션 야영장,일반야영장업,,,강원도 인제군 북면 만해로 249,,,,,,,,,,,,,,,2016-06-20,,영업/정상,,,,24606,,,,,,,,
폭포가 있는 캠핑장,일반야영장업,,,강원도 인제군 북면 미시령로 1312,,,,,,,,,,,,,,,2016-07-07,,영업/정상,,,,24605,,,,,,,,
방태산솔마루오토캠핑장,일반야영장업,,,강원도 인제군 기린면 방태산길 122-6,,,,,,,,,,,,,,,2016-07-14,,영업/정상,,,,24656,,,,,,,,
보광농촌체험휴양마을,일반야영장업,,,강원도 강릉시 성산면 보현길 5,,,,,,,,,,,,,,,2019-08-13,,영업/정상,,,,25442,,,,,,,,
장항오토캠핑장,일반야영장업,,,충청남도 서천군 장항읍 장항산단로34번길 48-38,,,,,,,,,,,,,,,2019-07-19,,영업/정상,,,,33661,자연녹지지역,1,기타,,근린생활시설,1,0,
강릉여행 GOOD캠핑,일반야영장업,,,강원도 강릉시 사천면 해안로 904-8,,,,,,,,,,,,,,,2019-04-08,,영업/정상,,,,25440,,,,,,,,
집다리캠핑장,일반야영장업,,,강원도 춘천시 사북면 화악지암길 594,,,,,,,,,,,,,,,2019-08-09,,영업/정상,,,,24200,관리지역,0,,삼성화재해상보험,,0,0,0
에스글램핑,일반야영장업,,,충청남도 천안시 동남구 풍세면 호정1길 28-17,,,,,,,,,,,,,,,2019-07-19,041-565-3563,영업/정상,,,,31216,,0,,,,0,0,0
타요캠핑장,일반야영장업,,,강원도 삼척시 삼척로 4246-29 (오분동),,,,,,,,,,,,,,,2019-07-19,,영업/정상,,,,25930,자연녹지지역,0,,,,0,0,0
잔야캠핑,일반야영장업,,,충청북도 괴산군 청천면 도경로 638,,,,,,,,,,,,,,,2019-08-20,043-832-1032,영업/정상,,,,28059,관리지역,0,기타,,광산주택,0,0,0
루파니애견캠핑장,일반야영장업,,,충청북도 괴산군 감물면 감물로 362-54,,,,,,,,,,,,,,,2019-12-27,,영업/정상,,,,28005,관리지역,0,기타,,기타,0,0,0
화기애애 단풍 캠핑장,일반야영장업,,,강원도 평창군 봉평면 흥정계곡길 674-38,,,,,,,,,,,,,,,2019-12-17,,영업/정상,,,,25300,,0,,,,0,0,0
동강빌리지,일반야영장업,,,"강원도 영월군 영월읍 동강로 223, 동강빌리지",,,,,,,,,,,,,,,2019-11-14,,영업/정상,,,,26223,,0,기타,농협손해보험,,0,0,0
가야산 캠핑장,일반야영장업,,,충청남도 예산군 덕산면 윤봉길로 489-8,,,,,,,,,,,,,,,2019-11-08,,영업/정상,,,,32407,,,,,,,,
토리아이글램핑,일반야영장업,,,강원도 홍천군 서면 설밀길 190-20,,,,,,,,,,,,,,,2019-10-21,,영업/정상,,,,25100,관리지역,,기타,,,,,
마의태자캠핑장,일반야영장업,,,"강원도 인제군 상남면 엄달골길 165, 마의태자 캠핑장",,,,,,,,,,,,,,,2020-01-06,,영업/정상,,,,24664,,,,,,,,
인스타글램,일반야영장업,,,강원도 춘천시 사북면 화악지암길 420-11,,,,,,,,,,,,,,,2019-11-06,,영업/정상,,,,24200,,,,농협손해보험,,,,
양양포레스트캠핑장,일반야영장업,,,강원도 양양군 현북면 검소길 117,,,,,,,,,,,,,,,2019-11-22,,영업/정상,,,,25046,관리지역,,,,,,,
숲속행성,일반야영장업,,,강원도 횡성군 우천면 경강로 3770-52,,,,,,,,,,,,,,,2020-01-02,,영업/정상,,,,25245,,,기타,,,,,
꽃댕이오토캠핑장,일반야영장업,,,충청북도 제천시 백운면 화당로2길 176,,,,,,,,,,,,,,,2022-02-11,,영업/정상,,,,27100,관리지역,1,기타,,기타,1,0,0
모란골관광농원,일반야영장업,,,강원도 인제군 북면 모란골길 131,,,,,,,,,,,,,,,2022-02-22,,영업/정상,,,,24607,,0,,,,0,0,0
마린힐캠핑장,일반야영장업,,,충청북도 제천시 수산면 옥순봉로 503-1,,,,,,,,,,,,,,,2022-02-24,,영업/정상,,,,27218,관리지역,0,기타,,기타,0,0,0
더빌리지캠핑장,일반야영장업,,,충청남도 태안군 근흥면 마금로 184,,,,,,,,,,,,,,,2022-02-22,,영업/정상,,,,32128,,0,,,,0,0,0
토마스캠프&레드캐빈,일반야영장업,,,,,,,,,,,,,,,,,,2022-04-01,043-296-8900,영업/정상,,,,,관리지역,0,기타,,기타,0,0,0
어은돌힐링야영장,일반야영장업,,,충청남도 태안군 소원면 연들길 84,,,,,,,,,,,,,,,2022-04-01,,영업/정상,,,,32123,,0,,,,0,0,0
어은돌오토캠핑장,일반야영장업,,,충청남도 태안군 소원면 모항파도로 398-70,,,,,,,,,,,,,,,2022-04-06,,영업/정상,,,,32124,,0,,,,0,0,0
폰타나리조트,일반야영장업,,,"충청남도 서산시 팔봉면 팔봉2로 29, 폰타나리조트",,,,,,,,,,,,,,,2022-02-15,041-1800-1272,영업/정상,,,,31925,관리지역,1,,,,0,0,0
진천 포레스트 캠핑장,일반야영장업,,,충청북도 진천군 백곡면 백곡로 778,,,,,,,,,,,,,,,2022-02-09,,영업/정상,,,,27824,관리지역,1,기타,,근린생활시설,1,0,47
가델관광농원,일반야영장업,,,충청남도 아산시 신정로 200-116 (초사동),,,,,,,,,,,,,,,2022-02-09,,영업/정상,,,,31539,,0,,,,0,0,0
철원포레스트,일반야영장업,,,강원도 철원군 갈말읍 순담길 69,,,,,,,,,,,,,,,2022-02-03,,영업/정상,,,,24032,,1,,,,1,0,0
부싯돌 캠핑,일반야영장업,,,충청남도 천안시 동남구 북면 양곡1길 233-40,,,,,,,,,,,,,,,2022-03-10,,영업/정상,,,,31237,,0,기타,,,0,0,0
어은돌송림캥핑장,일반야영장업,,,충청남도 태안군 소원면 모항파도로 398-42,,,,,,,,,,,,,,,2022-03-22,,영업/정상,,,,32124,,0,,,,0,0,0
황토둥지캠핑체험장,일반야영장업,,,충청북도 제천시 청풍면 비봉5길 45-22,,,,,,,,,,,,,,,2022-02-21,043-641-6834,영업/정상,,,,27214,관리지역,0,기타,,기타,0,0,0
Forest Healing Camp,일반야영장업,,,충청북도 단양군 가곡면 새밭로 240-1,,,,,,,,,,,,,,,2022-03-11,043-422-3511,영업/정상,,,,27023,관리지역,2,,,,2,0,0
해가빛 캠핑장,일반야영장업,,,충청남도 서천군 서면 갯벌체험로 56-14,,,,,,,,,,,,,,,2022-03-11,,영업/정상,,,,33602,관리지역,1,,,기타,1,0,0
캠프 애니말,일반야영장업,,,강원도 양양군 현북면 말곡길 53-12,,,,,,,,,,,,,,,2022-03-28,,영업/정상,,,,25046,,0,기타,,기타,0,0,0
엄둔밸리 캠핑장,일반야영장업,,,강원도 영월군 무릉도원면 엄둔길 145,,,,,,,,,,,,,,,2022-03-08,,영업/정상,,,,26201,,1,기타,농협손해보험,기타,1,0,0
제천J글램핑,일반야영장업,,,충청북도 제천시 백운면 운학길 326-9,,,,,,,,,,,,,,,2022-03-28,,영업/정상,,,,27102,관리지역,0,기타,,기타,0,0,0
벨루아 캠핑장,일반야영장업,,,충청북도 청주시 청원구 오창읍 성산2길 196-40,,,,,,,,,,,,,,,2019-11-04,,영업/정상,,,,28107,,,,,,,,
한반도 솔숲 쉼터,일반야영장업,,,강원도 영월군 한반도면 서강로 1159-93,,,,,,,,,,,,,,,2019-12-26,,영업/정상,,,,26211,관리지역,0,,삼성화재,,0,0,0
안목커피거리카라반캠핑,일반야영장업,,,강원도 강릉시 경강로 2643 (견소동),,,,,,,,,,,,,,,2020-01-09,,영업/정상,,,,25556,일반주거지역,,,,,,,
석갱이오토캠핑장,일반야영장업,,,,,,,,,,,,,,,,,,2020-03-03,,영업/정상,,,,,,,,,,,,
